BRC Query: Small,Points,# Of Points
"[7, 26, 10, 29]","[(7, 26), (7, 27), (7, 28), (7, 29), (8, 26), (8, 27), (9, 26), (9, 27), (10, 26), (10, 27), (8, 28), (8, 29), (9, 28), (9, 29), (10, 28), (10, 29)]",16
"[26, 26, 29, 29]","[(26, 26), (26, 27), (27, 26), (27, 27), (26, 28), (26, 29), (27, 28), (27, 29), (28, 26), (28, 27), (29, 26), (29, 27), (28, 28), (28, 29), (29, 28), (29, 29)]",16
"[5, 7, 8, 10]","[(5, 7), (6, 7), (7, 7), (5, 8), (5, 9), (5, 10), (6, 8), (6, 9), (7, 8), (7, 9), (6, 10), (7, 10), (8, 7), (8, 8), (8, 9), (8, 10)]",16
"[0, 25, 3, 28]","[(0, 25), (1, 25), (0, 26), (0, 27), (1, 26), (1, 27), (2, 25), (3, 25), (2, 26), (2, 27), (3, 26), (3, 27), (0, 28), (1, 28), (2, 28), (3, 28)]",16
"[28, 5, 31, 8]","[(28, 5), (29, 5), (28, 6), (28, 7), (29, 6), (29, 7), (30, 5), (31, 5), (30, 6), (30, 7), (31, 6), (31, 7), (28, 8), (29, 8), (30, 8), (31, 8)]",16
"[23, 25, 26, 28]","[(23, 25), (23, 26), (23, 27), (23, 28), (24, 25), (25, 25), (24, 26), (24, 27), (25, 26), (25, 27), (26, 25), (26, 26), (26, 27), (24, 28), (25, 28), (26, 28)]",16
"[26, 21, 29, 24]","[(26, 21), (27, 21), (26, 22), (26, 23), (27, 22), (27, 23), (28, 21), (29, 21), (28, 22), (28, 23), (29, 22), (29, 23), (26, 24), (27, 24), (28, 24), (29, 24)]",16
"[17, 5, 20, 8]","[(17, 5), (17, 6), (17, 7), (18, 5), (19, 5), (18, 6), (18, 7), (19, 6), (19, 7), (20, 5), (20, 6), (20, 7), (17, 8), (18, 8), (19, 8), (20, 8)]",16
"[22, 2, 25, 5]","[(22, 2), (22, 3), (23, 2), (23, 3), (22, 4), (22, 5), (23, 4), (23, 5), (24, 2), (24, 3), (25, 2), (25, 3), (24, 4), (24, 5), (25, 4), (25, 5)]",16
"[13, 29, 16, 32]","[(13, 29), (13, 30), (13, 31), (14, 29), (15, 29), (14, 30), (14, 31), (15, 30), (15, 31), (16, 29), (16, 30), (16, 31)]",12
"[27, 19, 30, 22]","[(27, 19), (27, 20), (27, 21), (27, 22), (28, 19), (29, 19), (30, 19), (28, 20), (28, 21), (29, 20), (29, 21), (28, 22), (29, 22), (30, 20), (30, 21), (30, 22)]",16
"[3, 19, 6, 22]","[(3, 19), (3, 20), (3, 21), (3, 22), (4, 19), (5, 19), (6, 19), (4, 20), (4, 21), (5, 20), (5, 21), (4, 22), (5, 22), (6, 20), (6, 21), (6, 22)]",16
"[20, 14, 23, 17]","[(20, 14), (20, 15), (21, 14), (21, 15), (22, 14), (22, 15), (23, 14), (23, 15), (20, 16), (20, 17), (21, 16), (21, 17), (22, 16), (22, 17), (23, 16), (23, 17)]",16
"[22, 4, 25, 7]","[(22, 4), (22, 5), (23, 4), (23, 5), (22, 6), (22, 7), (23, 6), (23, 7), (24, 4), (24, 5), (25, 4), (25, 5), (24, 6), (24, 7), (25, 6), (25, 7)]",16
"[19, 19, 22, 22]","[(19, 19), (19, 20), (19, 21), (19, 22), (20, 19), (21, 19), (22, 19), (20, 20), (20, 21), (21, 20), (21, 21), (20, 22), (21, 22), (22, 20), (22, 21), (22, 22)]",16
"[1, 8, 4, 11]","[(1, 8), (1, 9), (1, 10), (1, 11), (2, 8), (2, 9), (3, 8), (3, 9), (2, 10), (2, 11), (3, 10), (3, 11), (4, 8), (4, 9), (4, 10), (4, 11)]",16
"[10, 25, 13, 28]","[(10, 25), (11, 25), (10, 26), (10, 27), (11, 26), (11, 27), (10, 28), (11, 28), (12, 25), (13, 25), (12, 26), (12, 27), (13, 26), (13, 27), (12, 28), (13, 28)]",16
"[23, 23, 26, 26]","[(23, 23), (23, 24), (23, 25), (23, 26), (24, 23), (25, 23), (26, 23), (24, 24), (24, 25), (25, 24), (25, 25), (24, 26), (25, 26), (26, 24), (26, 25), (26, 26)]",16
"[12, 0, 15, 3]","[(12, 0), (12, 1), (13, 0), (13, 1), (12, 2), (12, 3), (13, 2), (13, 3), (14, 0), (14, 1), (15, 0), (15, 1), (14, 2), (14, 3), (15, 2), (15, 3)]",16
"[20, 29, 23, 32]","[(20, 29), (21, 29), (20, 30), (20, 31), (21, 30), (21, 31), (22, 29), (23, 29), (22, 30), (22, 31), (23, 30), (23, 31)]",12
"[28, 1, 31, 4]","[(28, 1), (29, 1), (28, 2), (28, 3), (29, 2), (29, 3), (30, 1), (31, 1), (30, 2), (30, 3), (31, 2), (31, 3), (28, 4), (29, 4), (30, 4), (31, 4)]",16
"[15, 2, 18, 5]","[(15, 2), (15, 3), (15, 4), (15, 5), (16, 2), (16, 3), (17, 2), (17, 3), (18, 2), (18, 3), (16, 4), (16, 5), (17, 4), (17, 5), (18, 4), (18, 5)]",16
"[11, 9, 14, 12]","[(11, 9), (11, 10), (11, 11), (11, 12), (12, 9), (13, 9), (12, 10), (12, 11), (13, 10), (13, 11), (14, 9), (14, 10), (14, 11), (12, 12), (13, 12), (14, 12)]",16
"[21, 4, 24, 7]","[(21, 4), (21, 5), (21, 6), (21, 7), (22, 4), (22, 5), (23, 4), (23, 5), (22, 6), (22, 7), (23, 6), (23, 7), (24, 4), (24, 5), (24, 6), (24, 7)]",16
"[14, 7, 17, 10]","[(14, 7), (15, 7), (14, 8), (14, 9), (15, 8), (15, 9), (14, 10), (15, 10), (16, 7), (17, 7), (16, 8), (16, 9), (17, 8), (17, 9), (16, 10), (17, 10)]",16
"[16, 11, 19, 14]","[(16, 11), (17, 11), (18, 11), (19, 11), (16, 12), (16, 13), (17, 12), (17, 13), (16, 14), (17, 14), (18, 12), (18, 13), (19, 12), (19, 13), (18, 14), (19, 14)]",16
"[5, 23, 8, 26]","[(5, 23), (6, 23), (7, 23), (5, 24), (5, 25), (5, 26), (6, 24), (6, 25), (7, 24), (7, 25), (6, 26), (7, 26), (8, 23), (8, 24), (8, 25), (8, 26)]",16
"[24, 12, 27, 15]","[(24, 12), (24, 13), (25, 12), (25, 13), (24, 14), (24, 15), (25, 14), (25, 15), (26, 12), (26, 13), (27, 12), (27, 13), (26, 14), (26, 15), (27, 14), (27, 15)]",16
"[10, 8, 13, 11]","[(10, 8), (10, 9), (11, 8), (11, 9), (10, 10), (10, 11), (11, 10), (11, 11), (12, 8), (12, 9), (13, 8), (13, 9), (12, 10), (12, 11), (13, 10), (13, 11)]",16
"[25, 15, 28, 18]","[(25, 15), (26, 15), (27, 15), (28, 15), (25, 16), (25, 17), (25, 18), (26, 16), (26, 17), (27, 16), (27, 17), (26, 18), (27, 18), (28, 16), (28, 17), (28, 18)]",16
"[12, 0, 15, 3]","[(12, 0), (12, 1), (13, 0), (13, 1), (12, 2), (12, 3), (13, 2), (13, 3), (14, 0), (14, 1), (15, 0), (15, 1), (14, 2), (14, 3), (15, 2), (15, 3)]",16
"[9, 16, 12, 19]","[(9, 16), (9, 17), (9, 18), (9, 19), (10, 16), (10, 17), (11, 16), (11, 17), (10, 18), (10, 19), (11, 18), (11, 19), (12, 16), (12, 17), (12, 18), (12, 19)]",16
"[28, 9, 31, 12]","[(28, 9), (29, 9), (28, 10), (28, 11), (29, 10), (29, 11), (30, 9), (31, 9), (30, 10), (30, 11), (31, 10), (31, 11), (28, 12), (29, 12), (30, 12), (31, 12)]",16
"[17, 15, 20, 18]","[(17, 15), (18, 15), (19, 15), (20, 15), (17, 16), (17, 17), (17, 18), (18, 16), (18, 17), (19, 16), (19, 17), (18, 18), (19, 18), (20, 16), (20, 17), (20, 18)]",16
"[1, 24, 4, 27]","[(1, 24), (1, 25), (1, 26), (1, 27), (2, 24), (2, 25), (3, 24), (3, 25), (2, 26), (2, 27), (3, 26), (3, 27), (4, 24), (4, 25), (4, 26), (4, 27)]",16
"[17, 18, 20, 21]","[(17, 18), (17, 19), (18, 18), (18, 19), (19, 18), (19, 19), (17, 20), (17, 21), (18, 20), (18, 21), (19, 20), (19, 21), (20, 18), (20, 19), (20, 20), (20, 21)]",16
"[17, 8, 20, 11]","[(17, 8), (17, 9), (17, 10), (17, 11), (18, 8), (18, 9), (19, 8), (19, 9), (18, 10), (18, 11), (19, 10), (19, 11), (20, 8), (20, 9), (20, 10), (20, 11)]",16
"[29, 21, 32, 24]","[(29, 21), (29, 22), (29, 23), (30, 21), (31, 21), (30, 22), (30, 23), (31, 22), (31, 23), (29, 24), (30, 24), (31, 24)]",12
"[1, 14, 4, 17]","[(1, 14), (1, 15), (2, 14), (2, 15), (3, 14), (3, 15), (4, 14), (4, 15), (1, 16), (1, 17), (2, 16), (2, 17), (3, 16), (3, 17), (4, 16), (4, 17)]",16
"[12, 23, 15, 26]","[(12, 23), (13, 23), (14, 23), (15, 23), (12, 24), (12, 25), (13, 24), (13, 25), (12, 26), (13, 26), (14, 24), (14, 25), (15, 24), (15, 25), (14, 26), (15, 26)]",16
"[3, 12, 6, 15]","[(3, 12), (3, 13), (3, 14), (3, 15), (4, 12), (4, 13), (5, 12), (5, 13), (4, 14), (4, 15), (5, 14), (5, 15), (6, 12), (6, 13), (6, 14), (6, 15)]",16
"[11, 15, 14, 18]","[(11, 15), (12, 15), (13, 15), (14, 15), (11, 16), (11, 17), (11, 18), (12, 16), (12, 17), (13, 16), (13, 17), (12, 18), (13, 18), (14, 16), (14, 17), (14, 18)]",16
"[1, 0, 4, 3]","[(1, 0), (1, 1), (1, 2), (1, 3), (2, 0), (2, 1), (3, 0), (3, 1), (2, 2), (2, 3), (3, 2), (3, 3), (4, 0), (4, 1), (4, 2), (4, 3)]",16
"[8, 23, 11, 26]","[(8, 23), (9, 23), (10, 23), (11, 23), (8, 24), (8, 25), (9, 24), (9, 25), (8, 26), (9, 26), (10, 24), (10, 25), (11, 24), (11, 25), (10, 26), (11, 26)]",16
"[1, 8, 4, 11]","[(1, 8), (1, 9), (1, 10), (1, 11), (2, 8), (2, 9), (3, 8), (3, 9), (2, 10), (2, 11), (3, 10), (3, 11), (4, 8), (4, 9), (4, 10), (4, 11)]",16
"[21, 21, 24, 24]","[(21, 21), (21, 22), (21, 23), (22, 21), (23, 21), (22, 22), (22, 23), (23, 22), (23, 23), (21, 24), (22, 24), (23, 24), (24, 21), (24, 22), (24, 23), (24, 24)]",16
"[18, 22, 21, 25]","[(18, 22), (18, 23), (19, 22), (19, 23), (20, 22), (20, 23), (21, 22), (21, 23), (18, 24), (18, 25), (19, 24), (19, 25), (20, 24), (20, 25), (21, 24), (21, 25)]",16
"[24, 29, 27, 32]","[(24, 29), (25, 29), (24, 30), (24, 31), (25, 30), (25, 31), (26, 29), (27, 29), (26, 30), (26, 31), (27, 30), (27, 31)]",12
"[9, 21, 12, 24]","[(9, 21), (9, 22), (9, 23), (10, 21), (11, 21), (10, 22), (10, 23), (11, 22), (11, 23), (12, 21), (12, 22), (12, 23), (9, 24), (10, 24), (11, 24), (12, 24)]",16
"[24, 6, 27, 9]","[(24, 6), (24, 7), (25, 6), (25, 7), (26, 6), (26, 7), (27, 6), (27, 7), (24, 8), (24, 9), (25, 8), (25, 9), (26, 8), (26, 9), (27, 8), (27, 9)]",16
"[24, 16, 27, 19]","[(24, 16), (24, 17), (25, 16), (25, 17), (24, 18), (24, 19), (25, 18), (25, 19), (26, 16), (26, 17), (27, 16), (27, 17), (26, 18), (26, 19), (27, 18), (27, 19)]",16
"[16, 10, 19, 13]","[(16, 10), (16, 11), (17, 10), (17, 11), (18, 10), (18, 11), (19, 10), (19, 11), (16, 12), (16, 13), (17, 12), (17, 13), (18, 12), (18, 13), (19, 12), (19, 13)]",16
"[12, 26, 15, 29]","[(12, 26), (12, 27), (13, 26), (13, 27), (14, 26), (14, 27), (15, 26), (15, 27), (12, 28), (12, 29), (13, 28), (13, 29), (14, 28), (14, 29), (15, 28), (15, 29)]",16
"[8, 6, 11, 9]","[(8, 6), (8, 7), (9, 6), (9, 7), (10, 6), (10, 7), (11, 6), (11, 7), (8, 8), (8, 9), (9, 8), (9, 9), (10, 8), (10, 9), (11, 8), (11, 9)]",16
"[3, 18, 6, 21]","[(3, 18), (3, 19), (3, 20), (3, 21), (4, 18), (4, 19), (5, 18), (5, 19), (6, 18), (6, 19), (4, 20), (4, 21), (5, 20), (5, 21), (6, 20), (6, 21)]",16
"[10, 25, 13, 28]","[(10, 25), (11, 25), (10, 26), (10, 27), (11, 26), (11, 27), (10, 28), (11, 28), (12, 25), (13, 25), (12, 26), (12, 27), (13, 26), (13, 27), (12, 28), (13, 28)]",16
"[29, 7, 32, 10]","[(29, 7), (30, 7), (31, 7), (29, 8), (29, 9), (29, 10), (30, 8), (30, 9), (31, 8), (31, 9), (30, 10), (31, 10)]",12
"[18, 21, 21, 24]","[(18, 21), (19, 21), (18, 22), (18, 23), (19, 22), (19, 23), (20, 21), (21, 21), (20, 22), (20, 23), (21, 22), (21, 23), (18, 24), (19, 24), (20, 24), (21, 24)]",16
"[23, 17, 26, 20]","[(23, 17), (23, 18), (23, 19), (23, 20), (24, 17), (25, 17), (24, 18), (24, 19), (25, 18), (25, 19), (26, 17), (26, 18), (26, 19), (24, 20), (25, 20), (26, 20)]",16
"[21, 28, 24, 31]","[(21, 28), (21, 29), (21, 30), (21, 31), (22, 28), (22, 29), (23, 28), (23, 29), (22, 30), (22, 31), (23, 30), (23, 31), (24, 28), (24, 29), (24, 30), (24, 31)]",16
"[11, 5, 14, 8]","[(11, 5), (11, 6), (11, 7), (12, 5), (13, 5), (12, 6), (12, 7), (13, 6), (13, 7), (14, 5), (14, 6), (14, 7), (11, 8), (12, 8), (13, 8), (14, 8)]",16
"[29, 27, 32, 30]","[(29, 27), (30, 27), (31, 27), (29, 28), (29, 29), (29, 30), (30, 28), (30, 29), (31, 28), (31, 29), (30, 30), (31, 30)]",12
"[28, 4, 31, 7]","[(28, 4), (28, 5), (29, 4), (29, 5), (28, 6), (28, 7), (29, 6), (29, 7), (30, 4), (30, 5), (31, 4), (31, 5), (30, 6), (30, 7), (31, 6), (31, 7)]",16
"[10, 27, 13, 30]","[(10, 27), (11, 27), (10, 28), (10, 29), (11, 28), (11, 29), (10, 30), (11, 30), (12, 27), (13, 27), (12, 28), (12, 29), (13, 28), (13, 29), (12, 30), (13, 30)]",16
"[23, 26, 26, 29]","[(23, 26), (23, 27), (23, 28), (23, 29), (24, 26), (24, 27), (25, 26), (25, 27), (26, 26), (26, 27), (24, 28), (24, 29), (25, 28), (25, 29), (26, 28), (26, 29)]",16
"[0, 18, 3, 21]","[(0, 18), (0, 19), (1, 18), (1, 19), (2, 18), (2, 19), (3, 18), (3, 19), (0, 20), (0, 21), (1, 20), (1, 21), (2, 20), (2, 21), (3, 20), (3, 21)]",16
"[26, 1, 29, 4]","[(26, 1), (27, 1), (26, 2), (26, 3), (27, 2), (27, 3), (26, 4), (27, 4), (28, 1), (29, 1), (28, 2), (28, 3), (29, 2), (29, 3), (28, 4), (29, 4)]",16
"[18, 4, 21, 7]","[(18, 4), (18, 5), (19, 4), (19, 5), (18, 6), (18, 7), (19, 6), (19, 7), (20, 4), (20, 5), (21, 4), (21, 5), (20, 6), (20, 7), (21, 6), (21, 7)]",16
"[11, 11, 14, 14]","[(11, 11), (11, 12), (11, 13), (11, 14), (12, 11), (13, 11), (14, 11), (12, 12), (12, 13), (13, 12), (13, 13), (12, 14), (13, 14), (14, 12), (14, 13), (14, 14)]",16
"[9, 20, 12, 23]","[(9, 20), (9, 21), (9, 22), (9, 23), (10, 20), (10, 21), (11, 20), (11, 21), (10, 22), (10, 23), (11, 22), (11, 23), (12, 20), (12, 21), (12, 22), (12, 23)]",16
"[9, 10, 12, 13]","[(9, 10), (9, 11), (10, 10), (10, 11), (11, 10), (11, 11), (9, 12), (9, 13), (10, 12), (10, 13), (11, 12), (11, 13), (12, 10), (12, 11), (12, 12), (12, 13)]",16
"[15, 25, 18, 28]","[(15, 25), (15, 26), (15, 27), (15, 28), (16, 25), (17, 25), (16, 26), (16, 27), (17, 26), (17, 27), (18, 25), (18, 26), (18, 27), (16, 28), (17, 28), (18, 28)]",16
"[12, 19, 15, 22]","[(12, 19), (13, 19), (14, 19), (15, 19), (12, 20), (12, 21), (13, 20), (13, 21), (12, 22), (13, 22), (14, 20), (14, 21), (15, 20), (15, 21), (14, 22), (15, 22)]",16
"[13, 5, 16, 8]","[(13, 5), (13, 6), (13, 7), (14, 5), (15, 5), (14, 6), (14, 7), (15, 6), (15, 7), (13, 8), (14, 8), (15, 8), (16, 5), (16, 6), (16, 7), (16, 8)]",16
"[0, 25, 3, 28]","[(0, 25), (1, 25), (0, 26), (0, 27), (1, 26), (1, 27), (2, 25), (3, 25), (2, 26), (2, 27), (3, 26), (3, 27), (0, 28), (1, 28), (2, 28), (3, 28)]",16
"[4, 18, 7, 21]","[(4, 18), (4, 19), (5, 18), (5, 19), (6, 18), (6, 19), (7, 18), (7, 19), (4, 20), (4, 21), (5, 20), (5, 21), (6, 20), (6, 21), (7, 20), (7, 21)]",16
"[1, 14, 4, 17]","[(1, 14), (1, 15), (2, 14), (2, 15), (3, 14), (3, 15), (4, 14), (4, 15), (1, 16), (1, 17), (2, 16), (2, 17), (3, 16), (3, 17), (4, 16), (4, 17)]",16
"[4, 10, 7, 13]","[(4, 10), (4, 11), (5, 10), (5, 11), (6, 10), (6, 11), (7, 10), (7, 11), (4, 12), (4, 13), (5, 12), (5, 13), (6, 12), (6, 13), (7, 12), (7, 13)]",16
"[29, 0, 32, 3]","[(29, 0), (29, 1), (29, 2), (29, 3), (30, 0), (30, 1), (31, 0), (31, 1), (30, 2), (30, 3), (31, 2), (31, 3)]",12
"[23, 15, 26, 18]","[(23, 15), (24, 15), (25, 15), (26, 15), (23, 16), (23, 17), (23, 18), (24, 16), (24, 17), (25, 16), (25, 17), (24, 18), (25, 18), (26, 16), (26, 17), (26, 18)]",16
"[29, 21, 32, 24]","[(29, 21), (29, 22), (29, 23), (30, 21), (31, 21), (30, 22), (30, 23), (31, 22), (31, 23), (29, 24), (30, 24), (31, 24)]",12
"[26, 21, 29, 24]","[(26, 21), (27, 21), (26, 22), (26, 23), (27, 22), (27, 23), (28, 21), (29, 21), (28, 22), (28, 23), (29, 22), (29, 23), (26, 24), (27, 24), (28, 24), (29, 24)]",16
"[24, 8, 27, 11]","[(24, 8), (24, 9), (25, 8), (25, 9), (24, 10), (24, 11), (25, 10), (25, 11), (26, 8), (26, 9), (27, 8), (27, 9), (26, 10), (26, 11), (27, 10), (27, 11)]",16
"[23, 19, 26, 22]","[(23, 19), (23, 20), (23, 21), (23, 22), (24, 19), (25, 19), (26, 19), (24, 20), (24, 21), (25, 20), (25, 21), (24, 22), (25, 22), (26, 20), (26, 21), (26, 22)]",16
"[6, 2, 9, 5]","[(6, 2), (6, 3), (7, 2), (7, 3), (6, 4), (6, 5), (7, 4), (7, 5), (8, 2), (8, 3), (9, 2), (9, 3), (8, 4), (8, 5), (9, 4), (9, 5)]",16
"[17, 29, 20, 32]","[(17, 29), (17, 30), (17, 31), (18, 29), (19, 29), (18, 30), (18, 31), (19, 30), (19, 31), (20, 29), (20, 30), (20, 31)]",12
"[13, 8, 16, 11]","[(13, 8), (13, 9), (13, 10), (13, 11), (14, 8), (14, 9), (15, 8), (15, 9), (14, 10), (14, 11), (15, 10), (15, 11), (16, 8), (16, 9), (16, 10), (16, 11)]",16
"[26, 5, 29, 8]","[(26, 5), (27, 5), (26, 6), (26, 7), (27, 6), (27, 7), (28, 5), (29, 5), (28, 6), (28, 7), (29, 6), (29, 7), (26, 8), (27, 8), (28, 8), (29, 8)]",16
"[16, 5, 19, 8]","[(16, 5), (17, 5), (16, 6), (16, 7), (17, 6), (17, 7), (18, 5), (19, 5), (18, 6), (18, 7), (19, 6), (19, 7), (16, 8), (17, 8), (18, 8), (19, 8)]",16
"[2, 21, 5, 24]","[(2, 21), (3, 21), (2, 22), (2, 23), (3, 22), (3, 23), (4, 21), (5, 21), (4, 22), (4, 23), (5, 22), (5, 23), (2, 24), (3, 24), (4, 24), (5, 24)]",16
"[20, 5, 23, 8]","[(20, 5), (21, 5), (20, 6), (20, 7), (21, 6), (21, 7), (22, 5), (23, 5), (22, 6), (22, 7), (23, 6), (23, 7), (20, 8), (21, 8), (22, 8), (23, 8)]",16
"[18, 3, 21, 6]","[(18, 3), (19, 3), (18, 4), (18, 5), (19, 4), (19, 5), (18, 6), (19, 6), (20, 3), (21, 3), (20, 4), (20, 5), (21, 4), (21, 5), (20, 6), (21, 6)]",16
"[16, 20, 19, 23]","[(16, 20), (16, 21), (17, 20), (17, 21), (16, 22), (16, 23), (17, 22), (17, 23), (18, 20), (18, 21), (19, 20), (19, 21), (18, 22), (18, 23), (19, 22), (19, 23)]",16
"[25, 17, 28, 20]","[(25, 17), (25, 18), (25, 19), (26, 17), (27, 17), (26, 18), (26, 19), (27, 18), (27, 19), (25, 20), (26, 20), (27, 20), (28, 17), (28, 18), (28, 19), (28, 20)]",16
"[19, 12, 22, 15]","[(19, 12), (19, 13), (19, 14), (19, 15), (20, 12), (20, 13), (21, 12), (21, 13), (20, 14), (20, 15), (21, 14), (21, 15), (22, 12), (22, 13), (22, 14), (22, 15)]",16
"[24, 13, 27, 16]","[(24, 13), (25, 13), (24, 14), (24, 15), (25, 14), (25, 15), (26, 13), (27, 13), (26, 14), (26, 15), (27, 14), (27, 15), (24, 16), (25, 16), (26, 16), (27, 16)]",16
"[8, 9, 11, 12]","[(8, 9), (9, 9), (8, 10), (8, 11), (9, 10), (9, 11), (10, 9), (11, 9), (10, 10), (10, 11), (11, 10), (11, 11), (8, 12), (9, 12), (10, 12), (11, 12)]",16
"[9, 0, 12, 3]","[(9, 0), (9, 1), (9, 2), (9, 3), (10, 0), (10, 1), (11, 0), (11, 1), (10, 2), (10, 3), (11, 2), (11, 3), (12, 0), (12, 1), (12, 2), (12, 3)]",16
"[13, 24, 16, 27]","[(13, 24), (13, 25), (13, 26), (13, 27), (14, 24), (14, 25), (15, 24), (15, 25), (14, 26), (14, 27), (15, 26), (15, 27), (16, 24), (16, 25), (16, 26), (16, 27)]",16
"[26, 22, 29, 25]","[(26, 22), (26, 23), (27, 22), (27, 23), (28, 22), (28, 23), (29, 22), (29, 23), (26, 24), (26, 25), (27, 24), (27, 25), (28, 24), (28, 25), (29, 24), (29, 25)]",16
"[8, 8, 11, 11]","[(8, 8), (8, 9), (9, 8), (9, 9), (8, 10), (8, 11), (9, 10), (9, 11), (10, 8), (10, 9), (11, 8), (11, 9), (10, 10), (10, 11), (11, 10), (11, 11)]",16
"[17, 16, 20, 19]","[(17, 16), (17, 17), (17, 18), (17, 19), (18, 16), (18, 17), (19, 16), (19, 17), (18, 18), (18, 19), (19, 18), (19, 19), (20, 16), (20, 17), (20, 18), (20, 19)]",16
"[17, 10, 20, 13]","[(17, 10), (17, 11), (18, 10), (18, 11), (19, 10), (19, 11), (17, 12), (17, 13), (18, 12), (18, 13), (19, 12), (19, 13), (20, 10), (20, 11), (20, 12), (20, 13)]",16
"[10, 6, 13, 9]","[(10, 6), (10, 7), (11, 6), (11, 7), (12, 6), (12, 7), (13, 6), (13, 7), (10, 8), (10, 9), (11, 8), (11, 9), (12, 8), (12, 9), (13, 8), (13, 9)]",16
"[22, 25, 25, 28]","[(22, 25), (23, 25), (22, 26), (22, 27), (23, 26), (23, 27), (22, 28), (23, 28), (24, 25), (25, 25), (24, 26), (24, 27), (25, 26), (25, 27), (24, 28), (25, 28)]",16
"[13, 25, 16, 28]","[(13, 25), (13, 26), (13, 27), (14, 25), (15, 25), (14, 26), (14, 27), (15, 26), (15, 27), (13, 28), (14, 28), (15, 28), (16, 25), (16, 26), (16, 27), (16, 28)]",16
"[4, 27, 7, 30]","[(4, 27), (5, 27), (6, 27), (7, 27), (4, 28), (4, 29), (5, 28), (5, 29), (4, 30), (5, 30), (6, 28), (6, 29), (7, 28), (7, 29), (6, 30), (7, 30)]",16
"[0, 24, 3, 27]","[(0, 24), (0, 25), (1, 24), (1, 25), (0, 26), (0, 27), (1, 26), (1, 27), (2, 24), (2, 25), (3, 24), (3, 25), (2, 26), (2, 27), (3, 26), (3, 27)]",16
"[16, 4, 19, 7]","[(16, 4), (16, 5), (17, 4), (17, 5), (16, 6), (16, 7), (17, 6), (17, 7), (18, 4), (18, 5), (19, 4), (19, 5), (18, 6), (18, 7), (19, 6), (19, 7)]",16
"[25, 21, 28, 24]","[(25, 21), (25, 22), (25, 23), (26, 21), (27, 21), (26, 22), (26, 23), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (25, 24), (26, 24), (27, 24), (28, 24)]",16
"[22, 29, 25, 32]","[(22, 29), (23, 29), (22, 30), (22, 31), (23, 30), (23, 31), (24, 29), (25, 29), (24, 30), (24, 31), (25, 30), (25, 31)]",12
"[25, 18, 28, 21]","[(25, 18), (25, 19), (26, 18), (26, 19), (27, 18), (27, 19), (25, 20), (25, 21), (26, 20), (26, 21), (27, 20), (27, 21), (28, 18), (28, 19), (28, 20), (28, 21)]",16
"[12, 11, 15, 14]","[(12, 11), (13, 11), (14, 11), (15, 11), (12, 12), (12, 13), (13, 12), (13, 13), (12, 14), (13, 14), (14, 12), (14, 13), (15, 12), (15, 13), (14, 14), (15, 14)]",16
"[14, 1, 17, 4]","[(14, 1), (15, 1), (14, 2), (14, 3), (15, 2), (15, 3), (14, 4), (15, 4), (16, 1), (17, 1), (16, 2), (16, 3), (17, 2), (17, 3), (16, 4), (17, 4)]",16
"[17, 29, 20, 32]","[(17, 29), (17, 30), (17, 31), (18, 29), (19, 29), (18, 30), (18, 31), (19, 30), (19, 31), (20, 29), (20, 30), (20, 31)]",12
"[13, 20, 16, 23]","[(13, 20), (13, 21), (13, 22), (13, 23), (14, 20), (14, 21), (15, 20), (15, 21), (14, 22), (14, 23), (15, 22), (15, 23), (16, 20), (16, 21), (16, 22), (16, 23)]",16
"[19, 25, 22, 28]","[(19, 25), (19, 26), (19, 27), (19, 28), (20, 25), (21, 25), (20, 26), (20, 27), (21, 26), (21, 27), (22, 25), (22, 26), (22, 27), (20, 28), (21, 28), (22, 28)]",16
"[25, 24, 28, 27]","[(25, 24), (25, 25), (25, 26), (25, 27), (26, 24), (26, 25), (27, 24), (27, 25), (26, 26), (26, 27), (27, 26), (27, 27), (28, 24), (28, 25), (28, 26), (28, 27)]",16
"[7, 28, 10, 31]","[(7, 28), (7, 29), (7, 30), (7, 31), (8, 28), (8, 29), (9, 28), (9, 29), (8, 30), (8, 31), (9, 30), (9, 31), (10, 28), (10, 29), (10, 30), (10, 31)]",16
"[0, 11, 3, 14]","[(0, 11), (1, 11), (2, 11), (3, 11), (0, 12), (0, 13), (1, 12), (1, 13), (0, 14), (1, 14), (2, 12), (2, 13), (3, 12), (3, 13), (2, 14), (3, 14)]",16
"[16, 5, 19, 8]","[(16, 5), (17, 5), (16, 6), (16, 7), (17, 6), (17, 7), (18, 5), (19, 5), (18, 6), (18, 7), (19, 6), (19, 7), (16, 8), (17, 8), (18, 8), (19, 8)]",16
"[21, 6, 24, 9]","[(21, 6), (21, 7), (22, 6), (22, 7), (23, 6), (23, 7), (21, 8), (21, 9), (22, 8), (22, 9), (23, 8), (23, 9), (24, 6), (24, 7), (24, 8), (24, 9)]",16
"[20, 11, 23, 14]","[(20, 11), (21, 11), (22, 11), (23, 11), (20, 12), (20, 13), (21, 12), (21, 13), (20, 14), (21, 14), (22, 12), (22, 13), (23, 12), (23, 13), (22, 14), (23, 14)]",16
